4.853980907	1.228834701	0.551227467	0.588061224	0.497806632	0.540803396	0.466142553	0.313803172	0.389356234	0.471359781	0.426655913	0.419909752	0.41117393	0.470619499	0.33873448	0.377935829	0.376691477	0.422788901	0.34944111	0.324882539	0.375251247	0.50368708	0.366856462	0.338646488
20.79729761	8.501707402	0.864719022	0.956225396	1.306375087	0.71699881	0.670590616	0.522093476	0.489666107	0.35024697	0.189322862	0.366849118	0.549472754	0.428354891	0.479665907	0.468161136	0.356848918	0.336848517	0.394956037	0.476267654	0.301945093	0.225730855	0.337763859	0.292139449
48.51307887	18.83457483	1.17109278	0.607189642	1.361706077	0.327168126	0.520233559	0.434043626	0.432149357	0.257538482	0.392779847	0.348472575	0.352336811	0.533714571	0.391706321	0.321775722	0.384716472	0.384215493	0.449985031	0.269619781	0.371563941	0.371633215	0.278270383	0.401588267
92.25108997	36.92810076	0.228342187	0.274835964	1.509168647	0.452152747	0.404270363	0.387848216	0.340890358	0.397963392	0.448835923	0.368112885	0.441315058	0.472940908	0.389810102	0.279541395	0.256651213	0.4217417	0.251232369	0.380165378	0.305748401	0.289491868	0.317800894	0.302431577
138.2006535	54.05633345	0.598227302	0.479776335	0.982588693	0.286244831	0.314235786	0.375687306	0.399490894	0.37867354	0.404695798	0.537224083	0.53182085	0.663866187	0.438582421	0.323642791	0.345475701	0.252062469	0.317758244	0.285960213	0.545130602	0.292337195	0.38464601	0.352366664
191.2785493	70.58086548	0.657352867	0.462962402	0.645169437	0.359378857	0.484907707	0.353830075	0.548824685	0.405029534	0.370107316	0.548147271	0.445357589	0.347096665	0.413624536	0.377879439	0.334768149	0.27085117	0.348451493	0.51733548	0.220617536	0.574651112	0.571130287	0.373075293
214.3089196	90.82178061	0.629602172	0.920930677	0.431268971	0.332816941	0.5204821	0.458985671	0.441792655	0.434846982	0.40355227	0.415967042	0.289509597	0.508356043	0.498828428	0.475716742	0.400376398	0.425205942	0.369628184	0.589615057	0.415967042	0.305100241	0.326609555	0.274063311
240.8443814	93.70266822	0.639670951	1.395233175	0.856445374	0.441297293	1.145691974	0.26826302	0.362366638	0.399908351	0.277625368	0.329761825	0.412565266	0.34816259	0.2591441	0.406268754	0.394164501	0.365432474	0.43096603	0.344476846	0.38899887	0.362528603	0.545405368	0.313350484
254.8034306	108.5236225	0.757303831	1.043990039	1.667481504	0.466578252	0.54460152	0.435337697	0.389780063	0.539695472	0.361692862	0.374032797	0.302099984	0.536386039	0.337724543	0.401539773	0.330394125	0.334185885	0.578508485	0.52473537	0.411363807	0.39457707	0.201051642	0.282963693
284.1879814	104.0098313	1.331358741	0.691446281	2.497813064	0.350676083	0.330710128	0.485388386	0.359926736	0.444909172	0.31242234	0.653788438	0.281990118	0.33497966	0.331519545	0.366517761	0.404830837	0.622760316	0.335489639	0.350207578	0.395580184	0.385674299	0.325583753	0.439173819
253.0735054	99.80098551	1.671239003	1.002455098	2.847521079	0.252904765	0.502432249	0.280870295	0.514726374	0.32619587	0.492547526	0.336801354	0.247118083	0.320409188	0.255314166	0.3541614	0.433239186	0.425043103	0.298951101	0.276772253	0.348374718	0.312933866	0.273394973	0.475187481
232.0691327	84.41069598	2.636005516	0.548193397	3.251503435	0.42537259	0.241163717	0.47568504	0.311339869	0.541183069	0.428998896	0.333936232	0.392139594	0.210873142	0.456585547	0.379654411	0.47210079	0.461221873	0.598067774	0.3724018	0.260217627	0.408251082	0.299693215	0.493444849
210.7058101	65.49494767	3.132847393	0.457617464	4.036180149	0.791242313	1.017971665	0.737794565	0.323206949	0.442060626	0.512241427	0.424529429	0.49241381	0.5597941	0.356421007	0.319608293	0.463008447	0.351800164	0.312452988	0.340178044	0.268779022	0.398484679	0.376976756	0.469225581
