4.853980907	1.228834701	0.551227467	0.588061224	0.540803396	0.466142553	0.389356234	0.419909752	0.33873448	0.422788901	0.375251247	0.338646488
20.79729761	8.501707402	0.864719022	0.956225396	0.71699881	0.670590616	0.489666107	0.366849118	0.479665907	0.336848517	0.301945093	0.292139449
48.51307887	18.83457483	1.17109278	0.607189642	0.327168126	0.520233559	0.432149357	0.348472575	0.391706321	0.384215493	0.371563941	0.401588267
92.25108997	36.92810076	0.228342187	0.274835964	0.452152747	0.404270363	0.340890358	0.368112885	0.389810102	0.4217417	0.305748401	0.302431577
138.2006535	54.05633345	0.598227302	0.479776335	0.286244831	0.314235786	0.399490894	0.537224083	0.438582421	0.252062469	0.545130602	0.352366664
191.2785493	70.58086548	0.657352867	0.462962402	0.359378857	0.484907707	0.548824685	0.548147271	0.413624536	0.27085117	0.220617536	0.373075293
214.3089196	90.82178061	0.629602172	0.920930677	0.332816941	0.5204821	0.441792655	0.415967042	0.498828428	0.425205942	0.415967042	0.274063311
240.8443814	93.70266822	0.639670951	1.395233175	0.441297293	1.145691974	0.362366638	0.329761825	0.2591441	0.365432474	0.38899887	0.313350484
254.8034306	108.5236225	0.757303831	1.043990039	0.466578252	0.54460152	0.389780063	0.374032797	0.337724543	0.334185885	0.411363807	0.282963693
284.1879814	104.0098313	1.331358741	0.691446281	0.350676083	0.330710128	0.359926736	0.653788438	0.331519545	0.622760316	0.395580184	0.439173819
253.0735054	99.80098551	1.671239003	1.002455098	0.252904765	0.502432249	0.514726374	0.336801354	0.255314166	0.425043103	0.348374718	0.475187481
232.0691327	84.41069598	2.636005516	0.548193397	0.42537259	0.241163717	0.311339869	0.333936232	0.456585547	0.461221873	0.260217627	0.493444849
210.7058101	65.49494767	3.132847393	0.457617464	0.791242313	1.017971665	0.323206949	0.424529429	0.356421007	0.351800164	0.268779022	0.469225581
167.7235626	62.11845511	3.204976332	0.377999863	0.800672013	1.086347781	0.228299939	0.489087662	0.536073042	0.196810679	0.267349011	0.327829362
129.2064017	43.70336869	2.799637275	0.341720506	1.318376547	0.273155951	0.397013058	0.539200302	0.513607493	0.547414172	0.421027998	0.384059986
80.35632048	28.60122438	2.855657196	0.497759297	0.835966315	1.110112383	0.449216998	0.588876474	0.272235821	0.320300559	0.223215961	0.362875437
52.33578248	16.05624058	2.301537171	1.191228442	0.59695751	0.945496158	0.398867199	0.397434358	0.526390075	0.523524393	0.294627994	0.518151238
25.5543948	0.585205572	1.636174236	0.7701466	0.645514133	0.340051186	0.477872126	0.524059781	0.459545469	0.290685417	0.386815662	0.343001092
9.640325902	0.961176404	1.612672422	1.688292333	0.289078082	0.358739128	0.360687024	0.488898624	0.609264498	0.551342113	0.277827866	0.443546182
11.4187004	1.833016441	1.592010496	1.931596038	0.920658388	0.359494005	0.355704855	0.387221445	0.363523833	0.48604172	0.359734684	0.490071548
30.5762443	7.479617066	2.354941687	2.40131396	1.017658235	0.603930612	0.342491196	0.465358622	0.296566862	0.5766063	0.351215485	0.339352811
72.73738132	29.00127127	2.405630202	2.639581246	1.819974621	1.655174483	0.431236941	0.371845157	0.498890989	0.525918032	0.324798512	0.250942353
134.1073938	56.55068459	3.245151326	3.61644087	2.526069157	2.930519769	0.547374462	0.43244246	0.337101035	0.356868187	0.38468346	0.469313677
216.9103929	90.67549824	3.899691647	2.681206391	2.707315238	2.841386158	0.203607121	0.250198149	0.280081894	0.376016005	0.307292183	0.394890494
305.2127529	133.3827909	6.485384027	1.768831507	3.138324035	3.763868912	0.247405191	0.32512488	0.372860582	0.396728433	0.444165786	0.381587265
430.1743241	178.9975168	7.090344814	1.121027551	1.113043981	1.74530958	0.321439038	0.504715257	0.393152811	0.300172576	0.255024584	0.399271243
560.6730729	253.5990684	7.314287557	1.736858742	0.93259153	1.723552016	0.470743123	0.446106273	0.481940871	0.400388658	0.395209777	0.369689624
753.9571552	324.0617265	7.617886646	0.395385035	0.934692351	0.517184735	0.370541004	0.521423655	0.375394411	0.519181297	0.370541004	0.157241032
1013.625097	348.0021675	8.644115184	0.299154898	0.579637071	0.58590479	0.466519	0.657051403	0.459975112	0.489687301	0.452341851	0.499499307
1244.011314	477.3461459	8.553401767	0.28108186	0.435235026	0.332495521	0.527415173	0.390556131	0.488322795	0.354725197	0.39487034	0.403937845
1442.781852	561.5891003	7.086130733	0.704976324	1.369562943	1.273365056	0.561852639	0.420488671	0.424427087	0.564450317	0.661821349	0.79010475
1692.541638	676.4591674	6.596404813	2.035099242	1.094779663	1.723156617	0.852993695	0.847022246	0.77091513	0.720336221	0.706729923	0.894793838
1923.125022	769.0787109	8.176782719	3.551002964	3.166597328	2.863884374	0.864902166	0.742173877	0.959338737	0.784148803	0.790766092	0.535271424
2470.476614	851.4157431	7.176120648	3.753001793	5.003936256	5.194870567	0.758504964	0.999030048	0.70969991	0.771943846	0.742765196	1.124494143
