0.05475	0.075478818	0.1084	0.119507162	0.14986042	0.1606	0.167732143	0.191362864	0.2151	0.236588558	0.2648	0.284048826	0.317	0.332932028	0.3703	0.385716444	0.4236	0.433853357	0.4793
0.05475	0.07539469	0.1084	0.119454046	0.148453443	0.1606	0.167694303	0.190263041	0.2151	0.235699862	0.2648	0.283309045	0.317	0.332301091	0.3703	0.385171981	0.4236	0.433369375	0.4793
0.054757898	0.07539469	0.108403989	0.119454046	0.15003463	0.160602693	0.167694303	0.191499322	0.21510201	0.236698944	0.264801633	0.284140775	0.317001364	0.333010481	0.370301168	0.385784163	0.423601021	0.433913563	0.479300902
0.055057929	0.07539469	0.108555852	0.119454046	0.15003463	0.160705237	0.167694303	0.191499322	0.215178584	0.236698944	0.264863839	0.284140775	0.317053328	0.333010481	0.370345653	0.385784163	0.42363991	0.433913563	0.479335272
0.054827793	0.077917301	0.108439312	0.121062033	0.148757154	0.160626537	0.168843495	0.190500107	0.215119814	0.235891269	0.264816095	0.283468307	0.317013445	0.332436882	0.37031151	0.385289139	0.423610062	0.433473506	0.479308892
0.054885128	0.075208881	0.108468312	0.119336858	0.147655692	0.160646116	0.167610846	0.189641249	0.215134434	0.235198222	0.264827972	0.282891841	0.317023366	0.331945468	0.370320003	0.384865215	0.423617486	0.433096748	0.479315454
0.054765208	0.07526376	0.108407682	0.119371451	0.1487519	0.160605185	0.167635478	0.190496005	0.215103871	0.235887956	0.264803145	0.28346555	0.317002627	0.332434532	0.370302249	0.385287111	0.423601966	0.433471704	0.479301737
0.054754002	0.075116373	0.108402021	0.119278579	0.14986042	0.160601364	0.167569357	0.191362864	0.215101019	0.236588558	0.264800827	0.284048826	0.317000691	0.332932028	0.370300592	0.385716444	0.423600517	0.433853357	0.479300457
0.054750001	0.074763337	0.108400001	0.119056568	0.15003463	0.1606	0.167411399	0.191499322	0.2151	0.236698944	0.2648	0.284140775	0.317	0.333010481	0.3703	0.385784163	0.4236	0.433913563	0.4793
0.05475	0.076937355	0.1084	0.12043366	0.15003463	0.1606	0.168393517	0.191499322	0.2151	0.236698944	0.2648	0.284140775	0.317	0.333010481	0.3703	0.385784163	0.4236	0.433913563	0.4793
0.054750895	0.076200792	0.108400452	0.119964456	0.15003463	0.160600305	0.168058266	0.191499322	0.215100228	0.236698944	0.264800185	0.284140775	0.317000155	0.333010481	0.370300132	0.385784163	0.423600116	0.433913563	0.479300102
