171.4356691	59.51128436	7.285230239	5.323867502	1.242323196	1.26013588	0.660284792	0.921393202	0.813703855	0.491160487	0.536160905	0.742763552	0.496516535	0.534223109	0.504771406	0.604752417	0.605811663
141.8665492	46.07199294	3.426448573	3.636742456	1.599736639	1.622506947	0.626378028	0.615309929	0.930449551	0.625109808	0.437586233	0.681242941	0.548584279	0.576111852	0.470632003	0.41576709	0.381147686
104.327939	25.98318823	1.474804817	3.04231214	1.096116149	0.827440979	0.531894011	0.477300157	0.578951773	0.354447162	0.357658565	0.428125927	0.613806203	0.387570492	0.490060132	0.566950301	0.592787911
56.43973525	12.23725216	4.351258366	3.65013312	1.077915987	0.95262466	0.818165735	0.454254767	0.441143984	0.513730111	0.463427219	0.556607684	0.47631233	0.419312093	0.439988935	0.429722098	0.502274745
27.16726382	3.882701513	8.533655962	5.095429062	2.124753458	0.513678457	0.789142331	0.451054547	0.749947905	0.386620268	0.484104343	0.328793029	0.574821727	0.401501746	0.563418015	0.535326626	0.477163911
28.35183521	9.595980383	12.44453055	8.703698966	1.479561511	1.801459143	0.536861302	0.646471757	0.796179166	0.534318151	0.418994068	0.610249292	0.523804247	0.616233747	0.49044509	0.536184925	0.533621869
53.94988749	24.61079868	13.08065133	8.920368189	0.955833189	2.441907065	0.59074586	0.525928239	0.472029201	0.401362156	0.668038242	0.387903883	0.552702764	0.410436534	0.339906514	0.492197592	0.504751179
117.2740379	54.30662187	9.675855122	6.282591227	0.887812927	0.973683161	0.622678995	0.941421925	0.431148121	0.396311257	0.318946584	0.494720207	0.614325176	0.772664393	0.639690118	0.376520851	0.512298333
184.6809607	83.30858375	6.631358942	5.233240459	0.96739871	0.702516715	0.909907856	1.541192964	0.486389563	0.726528013	0.861445912	0.358698613	0.436482229	0.353369136	0.380436765	0.543587519	0.523453815
276.7987412	119.079206	3.229690121	4.274367894	1.745551155	1.697254407	0.376795117	0.355354034	0.48731797	0.376795117	0.450465377	0.316354929	0.372828	0.518593739	0.480342576	0.356611875	0.529217104
385.5498442	144.4781703	2.442295474	3.543810601	1.994188016	2.99583998	0.510463587	0.636686013	0.72894343	0.664215389	0.497283956	0.773597668	0.516037473	0.685340817	0.629080267	0.305163375	0.403867787
501.782544	192.801136	4.681586045	4.159277476	3.154336854	2.647228816	1.164929055	0.63397383	0.390763774	0.723097166	0.736877642	0.427429467	0.594498243	0.294661962	0.543491808	0.320979021	0.517232497
502.7973536	201.0567305	8.786830343	6.60838022	1.20898293	1.953308286	0.989188949	0.904001145	0.400637338	0.49202734	0.390066343	0.506280073	0.420599379	0.405995649	0.399179205	0.447420804	0.49005484
542.1141608	210.0735437	14.61161591	8.600771622	1.536040098	0.92061591	1.063946338	0.834689295	0.571382321	0.52661395	0.433467082	0.397612087	0.472863174	0.453171658	0.663303424	0.319565064	0.276063631
587.0227379	221.9634256	16.96605133	10.25464037	0.864657195	0.94061871	0.72141804	0.532377169	0.362007125	0.506559306	0.467929496	0.36851257	0.382836485	0.328166874	0.822998474	0.49742781	0.433283825
