0.228749235	0.011946001	0.001336583	0.000524208	0.000625984	0.000380843	0.000238881	0.00017952	0.000337959	0.000244772	0.00041415
0.207535259	0.019942447	0.002597854	0.000587913	0.000625771	0.0004771	0.000218468	0.000397122	0.000288505	0.000359123	0.000250105
0.218780964	0.017220792	0.003032671	0.001155367	0.000878567	0.000335754	0.000255873	0.000356465	0.000322536	0.000418074	0.000435345
0.159372197	0.006857005	0.002114399	0.001052656	0.000654093	0.000433628	0.000351866	0.000326463	0.000216118	0.000471293	0.000342818
0.09278977	0.002812909	0.002858185	0.000834501	0.00032461	0.000367214	0.000233892	0.000367214	0.000299345	0.000264318	0.000232184
0.047591361	0.008073871	0.005377112	0.00205541	0.000676233	0.000326287	0.000254617	0.000363532	0.000293623	0.000384812	0.000221695
0.021202283	0.021124471	0.00560714	0.001821735	0.000209826	0.000421042	0.000253714	0.000436954	0.000356299	0.000227084	0.000408275
0.033391469	0.031670479	0.005215573	0.000819755	0.00063858	0.000272784	0.000302123	0.000385638	0.000413288	0.000348009	0.000338657
0.075857451	0.038501467	0.004046856	0.001527215	0.000492585	0.000203899	0.000546484	0.000222753	0.000237954	0.000272577	0.000239192
0.15496486	0.034031798	0.004335934	0.001885697	0.000280552	0.000335214	0.000427573	0.000374757	0.000291117	0.000423863	0.000144887
0.238689755	0.020597809	0.007543365	0.001550015	0.000385616	0.000359137	0.000345326	0.000381756	0.00014401	0.000430752	0.00034208
0.33872225	0.009711313	0.008846184	0.001556355	0.000280266	0.000278046	0.000515104	0.00026917	0.000249217	0.000381292	0.000278671
0.436644914	0.004511145	0.007841298	0.001132089	0.000586004	0.000678806	0.000524135	0.000480729	0.000605582	0.000235338	0.000351855
0.54761191	0.009980936	0.00684758	0.001973024	0.000473468	0.00057598	0.000449074	0.000290752	0.000280029	0.000413274	0.000332962
0.60031108	0.02318035	0.005236312	0.002718	0.001014095	0.000369994	0.000529659	0.000295436	0.000357656	0.00026272	0.000231035
0.627667015	0.040300913	0.00507821	0.002281569	0.000825647	0.000725873	0.000370318	0.00042232	0.000385245	0.000352539	0.000499655
0.598673464	0.059890318	0.00809429	0.000980395	0.00103936	0.000542374	0.000382328	0.000288634	0.000361884	0.000296111	0.000401024
0.553815408	0.073732614	0.009742196	0.000715838	0.000642895	0.000684978	0.000287954	0.000144856	0.000468807	0.00021978	0.000307986
0.55548202	0.07292035	0.010097641	0.001069677	0.000859324	0.000295579	0.000412854	0.000422949	0.000211333	0.000333322	0.000286129
0.405918539	0.079097564	0.009675578	0.002044382	0.001274063	0.000628265	0.000252864	0.000237482	0.000322339	0.00015206	0.000389935
0.331427537	0.053685216	0.011383768	0.002186755	0.001883856	0.001053397	0.000368785	0.000363231	0.000475015	0.000218619	0.000413675
0.264903866	0.042206418	0.0072607	0.002652526	0.000906399	0.000905879	0.000224167	0.000354236	0.000459795	0.00024339	0.000456891
0.182594617	0.021982931	0.004434617	0.001406204	0.000574623	0.001047004	0.000435203	0.000258604	0.000447177	0.000570578	0.000705912
0.108640492	0.010240144	0.004466999	0.000650501	0.001138014	0.000877646	0.000285392	0.000361219	0.000311221	0.000196328	0.001064915
0.063432863	0.00466904	0.006450415	0.000812264	0.002263266	0.001649694	0.000399126	0.000558287	0.000438441	0.000398779	0.000706722
0.052433263	0.010676405	0.009103871	0.000978574	0.002801427	0.001407661	0.000333139	0.000331771	0.000381739	0.000382305	0.000585313
0.083995469	0.030127325	0.009792855	0.00168087	0.002779283	0.001596659	0.00032764	0.00020978	0.000294299	0.000647944	0.000500581
0.153832434	0.052172248	0.010322398	0.002205845	0.001826251	0.001570794	0.000332977	0.000357555	0.000445865	0.000808373	0.000644441
0.287339631	0.079454011	0.011601594	0.002227644	0.001136863	0.001098478	0.000460116	0.000265059	0.000374799	0.000695644	0.001029672
0.408325742	0.115792001	0.012436958	0.001404464	0.000916517	0.0013146	0.000317837	0.000413675	0.00035289	0.000648512	0.000574809
0.698515721	0.129831959	0.010225092	0.000810042	0.002109504	0.001274861	0.000464487	0.000566504	0.000522054	0.001060354	0.000999607
0.913311427	0.17397892	0.005520269	0.000794816	0.002820087	0.001151505	0.000575044	0.000742897	0.00085481	0.000345136	0.000839511
1.314883911	0.183255232	0.00520388	0.001053725	0.005573354	0.000930021	0.000661299	0.001207574	0.000733719	0.000641399	0.000384186
1.69867168	0.214152593	0.002549272	0.001334016	0.004064047	0.000628666	0.000723898	0.000675177	0.000407849	0.000409234	0.000613572
2.116037084	0.171447003	0.002141204	0.002498534	0.001774077	0.000822669	0.00132871	0.00050408	0.00099494	0.001746369	0.000863209
2.979447082	0.159054461	0.001517261	0.002942442	0.00092757	0.000544434	0.000571168	0.001203129	0.000828566	0.001166557	0.000579402
3.198665267	0.122024381	0.001864273	0.002018942	0.001149079	0.000732347	0.000668309	0.000323919	0.000473938	0.000695129	0.000653749
4.269237328	0.096998137	0.004832344	0.002650095	0.002161483	0.001614497	0.000571787	0.001125839	0.00066448	0.000463593	0.000508842
4.370230889	0.054674687	0.006541366	0.001395367	0.004784175	0.001332404	0.000973464	0.000994622	0.000709328	0.000775181	0.000921453
