-0.09484141	-0.09484468	-0.19040327	-0.19041305	-0.1904049	-0.28511208	-0.28512942	-0.28511317	-0.37857646	-0.37860581	-0.28511317	-0.37857972	-0.4735445	-0.47357641	-0.47354778	-0.47354711	-0.56687633	-0.56692035	-0.56688123	-0.56687958	-0.66170872	-0.66175522	-0.66171616	-0.66171291	-0.75568916	-0.75574773	-0.75569567	-0.75569423	-0.81257135	-0.81258136	-0.81257395	-0.81257395
-0.09080102	-0.09080102	-0.18270652	-0.18270818	-0.18270721	-0.2737696	-0.27376977	-0.2737696	-0.36360028	-0.36360277	-0.2737696	-0.36360131	-0.45453291	-0.45453823	-0.4545349	-0.4545349	-0.5442371	-0.54424252	-0.54423819	-0.5442371	-0.63581461	-0.6358203	-0.63581698	-0.63581698	-0.7257742	-0.72578292	-0.72577771	-0.72577627	-0.78238817	-0.78240325	-0.78239081	-0.7823908
-0.08718087	-0.08718087	-0.1758417	-0.17584339	-0.1758417	-0.26289933	-0.26290272	-0.26289933	-0.34912376	-0.34913056	-0.26289933	-0.34912376	-0.43682695	-0.43683509	-0.43682695	-0.43682695	-0.52292683	-0.52293479	-0.52292683	-0.52292966	-0.61126841	-0.61127857	-0.61127083	-0.61127083	-0.69724426	-0.6972557	-0.69724426	-0.69724723	-0.75242742	-0.75245505	-0.75242742	-0.75242742
-0.08397187	-0.08397534	-0.16864641	-0.16865331	-0.16864641	-0.25326073	-0.25326991	-0.25326073	-0.33590829	-0.33592126	-0.25326073	-0.33590829	-0.42001849	-0.42003506	-0.42001849	-0.42001849	-0.50292815	-0.50294659	-0.50292815	-0.50292815	-0.58767488	-0.58769704	-0.58767488	-0.58767488	-0.67083965	-0.6708655	-0.67083964	-0.67083964	-0.72421173	-0.72421446	-0.72421446	-0.72421736
-0.08078681	-0.08078681	-0.1626467	-0.16264845	-0.1626467	-0.24331705	-0.24331705	-0.24331705	-0.32317396	-0.3231766	-0.24331874	-0.32317396	-0.40447799	-0.4044801	-0.4044801	-0.40448257	-0.48421929	-0.48422221	-0.48421929	-0.48422221	-0.56540279	-0.56540529	-0.56540529	-0.56540827	-0.64577651	-0.64577957	-0.6457765	-0.64577957	-0.69771147	-0.6977178	-0.69771424	-0.69773996
-0.07800115	-0.07800115	-0.15631807	-0.15631985	-0.15631851	-0.23457828	-0.23457828	-0.23457828	-0.31128985	-0.31129252	-0.23458776	-0.31129057	-0.38943531	-0.38943531	-0.38943531	-0.38945026	-0.46603284	-0.46603581	-0.46603366	-0.46605186	-0.54480336	-0.54480831	-0.54480476	-0.54482507	-0.62202897	-0.62203208	-0.62203028	-0.6220534	-0.67215796	-0.67216479	-0.672172	-0.67218322
-0.07486663	-0.07486663	-0.15078325	-0.15078506	-0.15078506	-0.22590653	-0.22590773	-0.22591133	-0.29987092	-0.29987363	-0.22591133	-0.29987815	-0.37488204	-0.37488421	-0.37488782	-0.37489287	-0.44910187	-0.44910669	-0.44911091	-0.44911632	-0.52473385	-0.52473797	-0.52474621	-0.52475187	-0.59920727	-0.59921403	-0.59921808	-0.59922888	-0.64791726	-0.64794364	-0.64791726	-0.64791077
-0.07213077	-0.07213077	-0.14529381	-0.14529928	-0.14529198	-0.21767521	-0.21768494	-0.21767521	-0.28891486	-0.28892584	-0.21767399	-0.28891211	-0.36155007	-0.36156541	-0.36155007	-0.36154715	-0.43268167	-0.43269814	-0.43267863	-0.43267619	-0.50593096	-0.50595179	-0.50593096	-0.50592627	-0.57767738	-0.57769925	-0.57767419	-0.57767009	-0.62458816	-0.62461278	-0.62460353	-0.6246456
-0.0697709	-0.0697709	-0.14020738	-0.14020923	-0.14020923	-0.20987296	-0.20987665	-0.20987665	-0.2787663	-0.2787737	-0.2098914	-0.2787737	-0.34832413	-0.34833521	-0.34833521	-0.3483596	-0.41711199	-0.41712678	-0.41712123	-0.41715082	-0.48799572	-0.48801256	-0.48800677	-0.48804506	-0.55703342	-0.55705414	-0.55704816	-0.5570873	-0.60287994	-0.60288863	-0.6028849	-0.6028849
-0.06707623	-0.06707623	-0.13516459	-0.13516645	-0.13516459	-0.20249131	-0.20249255	-0.20249255	-0.26870482	-0.26870762	-0.20249478	-0.26870482	-0.33592735	-0.33593185	-0.33592959	-0.33592959	-0.40239047	-0.40239544	-0.40239233	-0.40239544	-0.47056898	-0.47057535	-0.47057163	-0.47057163	-0.53727962	-0.53728519	-0.53728194	-0.53728519	-0.58170448	-0.58170741	-0.58170448	-0.5817074
-0.06475904	-0.06475904	-0.13051672	-0.13051859	-0.13051672	-0.19517541	-0.19517541	-0.19517541	-0.25943279	-0.25943561	-0.19517541	-0.25943279	-0.32433761	-0.32433986	-0.32433986	-0.32433986	-0.38849571	-0.38849885	-0.38849571	-0.38849885	-0.45399408	-0.45399676	-0.45399467	-0.45399676	-0.51839555	-0.51840117	-0.51839789	-0.51839908	-0.56173944	-0.56174573	-0.56174573	-0.56174573
-0.06246139	-0.06246139	-0.12590767	-0.12590956	-0.12590767	-0.18861413	-0.18861539	-0.18861539	-0.25058226	-0.25058604	-0.18861539	-0.2505832	-0.31318896	-0.31319198	-0.31319198	-0.31319198	-0.37505809	-0.37506377	-0.37506061	-0.37506061	-0.4382515	-0.43825581	-0.43825581	-0.43825581	-0.5007064	-0.50071347	-0.50071262	-0.50071017	-0.54195029	-0.54195629	-0.54195536	-0.54196301
-0.06018482	-0.06018482	-0.12134052	-0.12134243	-0.12134052	-0.18176884	-0.181769	-0.181769	-0.24146889	-0.24147175	-0.1817728	-0.24146889	-0.30247614	-0.30247843	-0.30247843	-0.30214345	-0.36207913	-0.3620842	-0.36208103	-0.36208864	-0.4229885	-0.42299121	-0.42299121	-0.42299501	-0.48316955	-0.48317524	-0.48317192	-0.48317951	-0.52334046	-0.52335064	-0.52334385	-0.52335063
-0.05826559	-0.05826559	-0.1171528	-0.11715471	-0.1171528	-0.17565725	-0.17565853	-0.17565853	-0.23311186	-0.23311569	-0.17566235	-0.23311282	-0.29185508	-0.29185797	-0.29185737	-0.29186119	-0.34954836	-0.34955346	-0.34955027	-0.34955346	-0.40852647	-0.40853464	-0.40853083	-0.40853464	-0.46645639	-0.46646354	-0.4664602	-0.46646354	-0.50555529	-0.50556228	-0.50555826	-0.50556209
-0.05603048	-0.05603048	-0.11333168	-0.1133336	-0.11333168	-0.16959908	-0.16959908	-0.16959908	-0.22516077	-0.22516365	-0.16960291	-0.22516077	-0.28166176	-0.2816679	-0.28166406	-0.2816679	-0.33746091	-0.33746411	-0.33746091	-0.33746411	-0.39452241	-0.39452897	-0.39452514	-0.39452897	-0.45055238	-0.45056241	-0.45055477	-0.45056241	-0.48792041	-0.48792936	-0.48792254	-0.48792936
-0.05446905	-0.05446905	-0.10921613	-0.10921806	-0.10921613	-0.16391676	-0.16391804	-0.16391804	-0.21760196	-0.21760484	-0.16391991	-0.21760196	-0.2718869	-0.27189305	-0.2718892	-0.27189305	-0.32612561	-0.32580802	-0.32612753	-0.32580802	-0.38096444	-0.38097101	-0.38096444	-0.38097101	-0.43510949	-0.43511954	-0.43511188	-0.43511523	-0.47140203	-0.4714127	-0.47140886	-0.47142933
-0.05227548	-0.05227548	-0.10577994	-0.10578185	-0.10577994	-0.15796539	-0.15796667	-0.15796667	-0.21010619	-0.21011004	-0.15797052	-0.21010715	-0.26283726	-0.26284418	-0.26284033	-0.26284956	-0.31488786	-0.31489362	-0.31489042	-0.31490388	-0.36816132	-0.36817008	-0.36816625	-0.36818103	-0.4201207	-0.42012837	-0.42012502	-0.42014418	-0.45534059	-0.45534741	-0.45534741	-0.45535124
-0.05073624	-0.05073624	-0.10205396	-0.10205588	-0.10205396	-0.15270138	-0.15270266	-0.15270266	-0.20268001	-0.20268303	-0.1527065	-0.20268098	-0.25386314	-0.25386622	-0.25386622	-0.25387006	-0.30375392	-0.30375649	-0.30375778	-0.30375969	-0.35546958	-0.35547451	-0.35547451	-0.35547834	-0.40589378	-0.40589809	-0.40590144	-0.40590144	-0.43972898	-0.43973408	-0.43973791	-0.43974259
-0.04889662	-0.04889662	-0.09836431	-0.09836623	-0.09836623	-0.14748077	-0.14748205	-0.14748589	-0.19594112	-0.195944	-0.14748589	-0.19594419	-0.24496995	-0.24497225	-0.24497609	-0.24497609	-0.29334267	-0.29334779	-0.29335227	-0.29335227	-0.34320099	-0.34320536	-0.34320919	-0.34321187	-0.39209837	-0.3921041	-0.3921084	-0.3921084	-0.42455602	-0.42456111	-0.4245696	-0.42456493
-0.04707636	-0.04707636	-0.0950146	-0.09501652	-0.09501652	-0.14230667	-0.14230795	-0.14231178	-0.18925591	-0.18925769	-0.14230795	-0.18925898	-0.23676255	-0.23676484	-0.23676867	-0.23676867	-0.28332475	-0.28332666	-0.28333432	-0.28332985	-0.33134638	-0.33134911	-0.33135292	-0.33135292	-0.37842204	-0.37842443	-0.37843205	-0.37843205	-0.4101086	-0.41011367	-0.41011747	-0.41011746
-0.04557237	-0.04557237	-0.09169399	-0.0916959	-0.0916959	-0.13747738	-0.13747865	-0.13748246	-0.18262924	-0.18263211	-0.13747934	-0.18263211	-0.22832782	-0.22833011	-0.22833392	-0.22833392	-0.27368933	-0.27369441	-0.27369886	-0.27369441	-0.32018671	-0.32018952	-0.32019331	-0.32019331	-0.36546247	-0.36546817	-0.36547244	-0.36546817	-0.39607086	-0.39607716	-0.39587726	-0.39608093
-0.04378823	-0.04378823	-0.08840442	-0.08840632	-0.08842098	-0.13297808	-0.13297934	-0.13270899	-0.17635342	-0.17635578	-0.13298175	-0.17638719	-0.22055447	-0.22055674	-0.22060222	-0.22056053	-0.26413586	-0.26413775	-0.26419238	-0.26414091	-0.30911709	-0.3091214	-0.30889364	-0.30912517	-0.35290258	-0.35290635	-0.35298181	-0.3529139	-0.38215327	-0.38217995	-0.38217995	-0.38217995
