0.60385649	0.176427899	0.018689962	0.011509456	0.001885913	0.000642429	0.000466897	0.000781275	0.000491715	0.000615808	0.000706459	0.000728753	0.000579842	0.000857895	0.000452864	0.000616168	0.000397752	0.00053016
0.536307783	0.133644846	0.018013684	0.013842023	0.002259617	0.002821565	0.000682115	0.000935374	0.00060309	0.000826923	0.00058382	0.000664998	0.000361564	0.000509734	0.000459292	0.000411611	0.000460986	0.00035492
0.446211479	0.096266442	0.016110363	0.017456744	0.002705481	0.002757795	0.001098246	0.001135326	0.00065501	0.000848315	0.000612899	0.000654315	0.000510426	0.000873753	0.000851908	0.000716091	0.000548765	0.000238602
0.276840636	0.042994382	0.011705099	0.013558253	0.001910028	0.001016535	0.000623232	0.000820909	0.000538373	0.000835996	0.00050769	0.00057448	0.000568442	0.000515891	0.000745415	0.000805314	0.000855903	0.000561153
0.129938238	0.016055411	0.015605431	0.011834752	0.001806603	0.002569067	0.001662439	0.001037486	0.000528938	0.000824351	0.001009726	0.000824494	0.000638976	0.000481074	0.000583742	0.000796877	0.000451656	0.000543932
0.057202341	0.011278035	0.020732329	0.012340972	0.004029428	0.004700286	0.001599472	0.002291353	0.000843734	0.000592209	0.000727319	0.000925499	0.000477541	0.000925499	0.000779877	0.000670858	0.000641385	0.000602516
0.058670415	0.039992506	0.027800397	0.014576978	0.004198522	0.005614236	0.001189513	0.002017364	0.000635535	0.000492654	0.000740539	0.000871721	0.000559779	0.000746388	0.000741738	0.000300524	0.000544736	0.000648378
0.166474311	0.100601828	0.028485102	0.017680582	0.003494598	0.003937655	0.001171743	0.001157252	0.000548664	0.000643956	0.000772156	0.000623326	0.000691355	0.000511333	0.000279489	0.000745387	0.000540193	0.000724165
0.340940688	0.167875125	0.023512374	0.018960592	0.001000584	0.001418721	0.002005409	0.001764766	0.000448208	0.000814145	0.000732106	0.000780836	0.000684379	0.000704272	0.000442207	0.000451896	0.000689447	0.000522992
0.608959057	0.267703805	0.021490854	0.020112815	0.001923002	0.003416256	0.002481554	0.002573547	0.000646372	0.000384473	0.001074449	0.000488432	0.000933831	0.000734511	0.000729347	0.000250186	0.000796619	0.000588614
0.902116903	0.353435041	0.013298553	0.016321038	0.00431207	0.006789938	0.001776617	0.003230343	0.001078547	0.001041276	0.000740816	0.000572128	0.00048063	0.000826662	0.000582874	0.000508244	0.000534178	0.000420194
1.196112153	0.440094947	0.012598097	0.01458605	0.007015794	0.010619804	0.002252627	0.001530086	0.00123257	0.001288595	0.000781465	0.000633672	0.000590204	0.000979487	0.000979487	0.000570884	0.000410559	0.0005185
1.422344688	0.509646576	0.017433345	0.01407659	0.008445697	0.008381768	0.002415167	0.001187345	0.000929059	0.000658244	0.000775822	0.000637041	0.000856777	0.000697758	0.0008163	0.000842321	0.000356144	0.000641592
1.719767588	0.584611089	0.026035412	0.01464012	0.00497744	0.00539834	0.002853376	0.002365586	0.000990973	0.000657292	0.001100756	0.001094949	0.000483045	0.000467076	0.000883231	0.000734059	0.000490927	0.000557172
1.810929361	0.606155703	0.033141963	0.012754341	0.002249504	0.002175597	0.003567867	0.00325135	0.000959849	0.000952609	0.000639713	0.000632473	0.000754038	0.00070349	0.000509691	0.000741368	0.000384662	0.000372787
1.848505005	0.589321417	0.034200908	0.012459198	0.001572831	0.002682104	0.00239761	0.002584416	0.001572831	0.001507155	0.000505792	0.000850138	0.000574774	0.00052593	0.00052593	0.000522625	0.000626727	0.000432996
1.747064351	0.545724818	0.039364929	0.015947187	0.005338931	0.006552943	0.001868004	0.001854082	0.000822779	0.001069295	0.000463739	0.000729975	0.000926027	0.000741574	0.000548422	0.000631949	0.000564773	0.000453796
1.586617667	0.482219461	0.040249415	0.01819227	0.009222134	0.01066821	0.00101534	0.002033215	0.000927351	0.000662229	0.000469436	0.000776018	0.000986781	0.000570325	0.000721658	0.000607869	0.000869279	0.000550736
1.582285463	0.450595614	0.031832904	0.019373804	0.010697831	0.01273325	0.00262997	0.001403492	0.001046652	0.0020723	0.000781378	0.000611365	0.000886743	0.00049525	0.000759338	0.000478816	0.000812593	0.000716485
1.068157842	0.319589266	0.027011185	0.017281173	0.010363129	0.013182284	0.002364499	0.002894218	0.002190322	0.001175321	0.000812573	0.000775577	0.00064609	0.00029597	0.000875068	0.00080658	0.000621816	0.000557624
0.91247913	0.245875405	0.019350593	0.019720705	0.008836981	0.012221039	0.002169605	0.003481817	0.001950457	0.002114549	0.001263293	0.00056254	0.000667405	0.000803112	0.000615599	0.000460181	0.000355612	0.000536976
0.707798991	0.179821926	0.013951878	0.015785003	0.005236346	0.005789938	0.002230514	0.003867317	0.00082914	0.000921503	0.001164634	0.000883088	0.000940537	0.000827539	0.000809023	0.000696024	0.000355208	0.000521363
0.457805765	0.104042103	0.009361644	0.011538772	0.003050848	0.002954897	0.001376463	0.001764635	0.001408001	0.001372186	0.000668899	0.000538558	0.000850823	0.000484123	0.000189052	0.000651704	0.00032338	0.000888136
0.240031137	0.046649927	0.01052946	0.006778962	0.002427743	0.003746116	0.001172743	0.001793929	0.00141192	0.001786092	0.000787445	0.000601458	0.00084372	0.00094128	0.000382213	0.001015822	0.000434749	0.000682958
0.101058325	0.014168233	0.013994639	0.006426844	0.00363599	0.006753288	0.001334316	0.002059747	0.002354575	0.003231311	0.001445991	0.000838578	0.000639942	0.000596926	0.000459111	0.00067725	0.000521562	0.000872465
0.043017439	0.005278131	0.016352863	0.005092694	0.009537783	0.011135411	0.001343715	0.002031525	0.002570462	0.002068872	0.001228561	0.001338006	0.000745645	0.000895033	0.000581677	0.000332696	0.000913506	0.000632432
0.106540077	0.031529778	0.025734189	0.004335538	0.015950951	0.021144132	0.002896509	0.00270827	0.002035233	0.00232476	0.000705201	0.000516819	0.000450619	0.000616307	0.000622111	0.000975247	0.000270596	0.001163042
